Feature,Weight,Instance_ID
대출 목적_소규모 사업 자금 <= -0.05,0.3544991062051514,TEST_0032
대출 목적_의료비 <= -0.13,0.21644193595078498,TEST_0032
대출 목적_자동차 구매 <= -0.10,0.18426001243965404,TEST_0032
대출 목적_주택 개보수 <= -0.32,0.07158190861270063,TEST_0032
최대 신용한도 <= -0.50,0.05329189770486378,TEST_0032
대출 목적_의료비 <= -0.13,0.20764006061979245,TEST_0033
대출 목적_자동차 구매 <= -0.10,0.18918540872605888,TEST_0033
개설된 신용계좌 수 > 0.38,0.14938065013359708,TEST_0033
대출 목적_주택 개보수 <= -0.32,0.10089596053462421,TEST_0033
연간 소득 <= -0.54,0.046464385999888135,TEST_0033
대출 목적_의료비 <= -0.13,0.20549527443798266,TEST_0034
최대 신용한도 > -0.08,-0.15575633610396583,TEST_0034
대출 목적_주택 개보수 <= -0.32,0.09193363633612017,TEST_0034
신용 거래 연수 > 0.40,-0.05920586286910285,TEST_0034
연간 소득 <= -0.54,0.04968832010940904,TEST_0034
대출 목적_결혼 자금 <= -0.04,0.30784138576954223,TEST_0035
최대 신용한도 > -0.08,-0.16402475114417314,TEST_0035
개설된 신용계좌 수 <= -0.92,-0.10999915027109096,TEST_0035
대출 목적_주택 개보수 <= -0.32,0.09342786613136776,TEST_0035
연간 소득 > 0.27,-0.07622954232126644,TEST_0035
대출 목적_의료비 <= -0.13,0.2084223518946476,TEST_0036
대출 목적_자동차 구매 <= -0.10,0.17928670336850613,TEST_0036
개설된 신용계좌 수 <= -0.92,-0.11332733857219793,TEST_0036
최대 신용한도 <= -0.50,0.05662838427709138,TEST_0036
연간 소득 <= -0.54,0.04630016556493218,TEST_0036
대출 목적_소규모 사업 자금 <= -0.05,0.32524221740161097,TEST_0037
대출 목적_의료비 <= -0.13,0.2171985254931292,TEST_0037
대출 목적_자동차 구매 <= -0.10,0.20487807038400596,TEST_0037
개설된 신용계좌 수 <= -0.92,-0.10384767822491935,TEST_0037
-0.50 < 최대 신용한도 <= -0.34,0.05474604938414195,TEST_0037
대출 목적_의료비 <= -0.13,0.21402009551691512,TEST_0038
개설된 신용계좌 수 <= -0.92,-0.103676759770761,TEST_0038
연간 소득 > 0.27,-0.07868304019513386,TEST_0038
신용 거래 연수 > 0.40,-0.059144891387434534,TEST_0038
-0.34 < 최대 신용한도 <= -0.08,0.054921736171059644,TEST_0038
대출 목적_의료비 <= -0.13,0.21725082767997173,TEST_0039
대출 목적_자동차 구매 <= -0.10,0.18687887750081308,TEST_0039
개설된 신용계좌 수 <= -0.92,-0.1098039756627724,TEST_0039
-0.50 < 최대 신용한도 <= -0.34,0.05018918315719112,TEST_0039
신용 점수 <= -0.23,0.04347917552310537,TEST_0039
대출 목적_의료비 <= -0.13,0.21669641887382654,TEST_0040
개설된 신용계좌 수 > 0.38,0.14129001398771723,TEST_0040
대출 목적_주택 개보수 <= -0.32,0.10229154092450635,TEST_0040
연간 소득 <= -0.54,0.05521518146922625,TEST_0040
-0.34 < 최대 신용한도 <= -0.08,0.051249319425466934,TEST_0040
대출 목적_의료비 <= -0.13,0.2180751007470533,TEST_0041
대출 목적_자동차 구매 <= -0.10,0.17577429240394515,TEST_0041
개설된 신용계좌 수 <= -0.92,-0.10144495548004881,TEST_0041
대출 목적_주택 개보수 <= -0.32,0.09826927476926112,TEST_0041
연간 소득 <= -0.54,0.055027619683744956,TEST_0041
대출 목적_의료비 <= -0.13,0.22406749721406483,TEST_0042
개설된 신용계좌 수 <= -0.92,-0.10949323776526491,TEST_0042
연간 소득 > 0.27,-0.07603179253109767,TEST_0042
신용 거래 연수 > 0.40,-0.058632980864167177,TEST_0042
최대 신용한도 <= -0.50,0.051527059131277496,TEST_0042
대출 목적_의료비 <= -0.13,0.21884951246879902,TEST_0043
대출 목적_자동차 구매 <= -0.10,0.19348302989043095,TEST_0043
개설된 신용계좌 수 > 0.38,0.13656106886631833,TEST_0043
신용 거래 연수 > 0.40,-0.06010111784309082,TEST_0043
-0.34 < 최대 신용한도 <= -0.08,0.05442037435644635,TEST_0043
대출 목적_고액 구매 <= -0.08,0.23448366361543602,TEST_0044
대출 목적_의료비 > -0.13,-0.21740085078524252,TEST_0044
대출 목적_자동차 구매 <= -0.10,0.19896649116646814,TEST_0044
대출 목적_주택 개보수 <= -0.32,0.09480370423971272,TEST_0044
-0.50 < 최대 신용한도 <= -0.34,0.056574655646774843,TEST_0044
대출 목적_의료비 <= -0.13,0.2188522022884359,TEST_0045
대출 목적_자동차 구매 <= -0.10,0.18980677338784138,TEST_0045
연간 소득 > 0.27,-0.07938626891055205,TEST_0045
신용 거래 연수 > 0.40,-0.05082635504098311,TEST_0045
-0.50 < 최대 신용한도 <= -0.34,0.04850371357711339,TEST_0045
대출 목적_결혼 자금 <= -0.04,0.2652868284790823,TEST_0046
대출 목적_의료비 <= -0.13,0.19774305354067673,TEST_0046
대출 목적_자동차 구매 <= -0.10,0.18213987892475667,TEST_0046
최대 신용한도 > -0.08,-0.15966259010728417,TEST_0046
대출 목적_주택 개보수 <= -0.32,0.09911859957034717,TEST_0046
대출 목적_의료비 <= -0.13,0.21721794836384048,TEST_0047
대출 목적_자동차 구매 <= -0.10,0.2044988005827122,TEST_0047
연간 소득 > 0.27,-0.08471226962142595,TEST_0047
최대 신용한도 <= -0.50,0.05608234271247267,TEST_0047
신용 거래 연수 > 0.40,-0.05550310922644027,TEST_0047
대출 목적_결혼 자금 <= -0.04,0.27388649885764826,TEST_0048
대출 목적_의료비 <= -0.13,0.20637208470344834,TEST_0048
대출 목적_자동차 구매 <= -0.10,0.17824725586030896,TEST_0048
